userName,score,at,content,translated_content,sentiment
Ridho Projects,2,2023-07-07 10:36:26,"Profil gak ad dan gak bisa masang profil, sudah ganti tapi tetep gak muncul profilny Masih banyak bug","The profile doesn't exist and can't set a profile, I've changed it but the profile still doesn't appear. There are still lots of bugs",negative
rahiman syah putra,5,2023-08-14 08:58:56,"Aplikasinya sudah cukup bagus bagiku walaupun masih dalam pengembangan, semoga terus tetap bagus.👉😊👈","The application is good enough for me even though it is still under development, I hope it continues to be good.👉😊👈",positive
Dava official,5,2023-07-08 09:57:07,"Sangat bagus dan akurat, mohon lebih ditambahkan lagi fitur fitur barunya. Terima kasih.","Very good and accurate, please add more new features. Thank You.",positive
Mycha,4,2023-07-07 06:10:59,Dev tolong perbaikin lagi ya masa pas saya buka kok tulisannya itu gimana ya kayak ngefrezee sama ngikut gitu Dev aku gatau knp katanya ini juga apps barunya ig eh tau tau punya ku lag:),"Dev, please fix it again. When I open it, it says something like freezing and following, Dev, I don't know why, it says this is also a new app, IG, I know, mine is lagging :)",positive
Pjklmn,3,2023-07-09 23:30:14,"bagus, tpi minus fitur translate. Kalo bisa tambahin, terima kasih","good, but minus the translate feature. If you can add, thank you",positive
Anggit Meirizal,5,2023-07-09 21:50:55,tolong update selanjutnya adakan fitur untuk mengunduh gambar/foto dan video,Please in the next update there will be a feature for downloading images/photos and videos,positive
Halc Dark,2,2023-07-10 03:00:38,Tidak dapat mengunggah foto. Ketika mengimpor photo dari galeri dalam proses tiba-tiba force close,"Cannot upload photos. When importing photos from the gallery, the process suddenly forces close",negative
GilangAjharAswari,1,2023-07-07 12:16:21,Masih aneh tiba tiba bio ilang tulisan follower tiba tiba gak ada kaya belum fix sistem nya berubah ubah,"It's still strange that suddenly the bio disappears with the followers writing suddenly it's not there, it's like the system hasn't been fixed yet, it's changing",negative
Fathir Adrian Muhammad,5,2023-07-06 21:58:56,"Yuk bisa yuk kalahkan aplikasi t*i*te* yang beberapa fitur nya harus bayar , bayarnya mahal lagi awokawok","Come on, let's beat the t*i*te* application where you have to pay for some of its features, it's expensive, you guys",negative
Ahmad El-Fayd,3,2023-07-06 12:16:09,Masih suka ngebug tiba² nggak bisa log in mungkin masih tahap pengembangan,"Still like bugging suddenly can't log in, maybe it's still in the development stage",positive
Ojan T,5,2023-07-06 08:07:38,"Apknya bagus dan seruu, mungkin nanti kalo d upgrade lagi bisa up voice note kli yh spya tambah seruuu","The apk is good and fun, maybe later if you upgrade it you can add voice notes now so it will be even more fun",positive
Hamid Badhawi,2,2023-07-07 04:41:20,Saran Feature Tambahkan tombol navigasi terjemahan untuk memudahkan pengguna dari negara luar bahasa,Feature Suggestions Add a translation navigation button to make it easier for users from foreign countries,positive
zario babe,5,2023-07-06 08:22:37,"well, bagus sih apk nya. tp tolong ditingkatin lagi, suka ngelagg, terus jarak antara love sama komentarnya kedeketan pls","well, the apk is good. but please increase it again, I like lagging, and the distance between love and comments is too close, pls",positive
Bersyukur Hope,1,2023-07-07 09:04:24,Belum bisa di pakai di scroll msh banyak bugny dan tidak kelihatan - tolong diperbaiki lagi,"Can't use it in scrolling yet, there are lots of bugs and it's not visible - please fix it",negative
Ulandari,3,2023-09-28 07:31:08,"Bisa gak si adain fitur sembunyiin user threads yang keberapa, kan diig kalau kita main threads pasti dibio profile ada misalnya aku pengguna threads yang ke 6+++ jadi otomatis pasti ada tulisan 6+++ please deh malas banget kalau ada itu.","Can there be a feature to hide the number of user threads, right? When we play threads, the bio profile must be there. For example, I'm the 6+++ thread user, so automatically it will say 6+++, please, I'm really lazy if there's that.",positive
Sunnzzxx,5,2023-07-08 03:02:11,Aplikasi nya bagus kalau beranda kalian getar atau glith nonaktifkan mode gelap di Instagram atau di pengaturan hanya mode terang,"The application is good if your home page vibrates or gliths, disable dark mode on Instagram or in the settings only light mode",positive
Anindita Aulia Zahra,3,2023-07-06 15:14:12,"lumayan lah ya bisa bikin thread sampe 54 part cocok untuk para author au, tapi sayang blm bisa switch account, sama bookmark jg blm ada, dan yg lebih di sayangkan lagi akunnya gabisa di hapus, kalo akun threads dihapus akun ig jg ikut ke hapus","It's not bad that you can create threads with up to 54 parts, suitable for AU authors, but unfortunately you can't switch accounts, there aren't any bookmarks either, and what's even more unfortunate is that the account can't be deleted, if the threads account is deleted the IG account will also be deleted.",negative
Fatur Rahman R.,4,2023-08-06 23:04:54,Tambahin fitur unduh foto atau video. Bisa menggunakan lebih dari satu akun dalam satu apk. Tambahin fitur zoom foto. Tambahin hastag [#].,Add photo or video download feature. Can use more than one account in one apk. Add photo zoom feature. Add hashtag [#].,negative
I Made Candra Putra Atmaja,5,2023-07-06 10:57:59,"Aplikasi nya bagus, mirip Twitter. Semoga bisa lebih berkembang maju kepadanya. Walaupun ini baru dirilis","The application is good, similar to Twitter. Hopefully he can develop further. Even though this has just been released",positive
Bella Berliana,1,2023-07-08 04:28:18,"sering bug, ke log out sendiri, baru mau scroll tiba tiba ke log out","Frequent bugs, I log out myself, then suddenly want to scroll to log out",positive
Muhammad Raihan Ihsan,1,2023-07-08 23:19:16,waktu menonaktifkan akun dan ingin menghidupkan kembali malah trus menerus terjadi kesalahan dan tidak bisa login lagi,"When I deactivated my account and wanted to turn it back on, an error continued to occur and I couldn't log in again",negative
Akbar Gunawan,1,2023-07-11 22:35:57,"Twitter is still better. Threads ini isinya cuman artis dan selebgram caper yang haus engangement, selebihnya gak ada yang bagus dari aplikasi ini.","Twitter is still better. This thread contains only caper artists and celebrities who are hungry for engagement, otherwise there is nothing good about this application.",positive
CHICO 22,5,2023-07-06 08:23:03,"Apk nya sama kek Twitter, minusnya gk bisa simpan gambar, dan moga aja gak ricuh kek di Twitter aja sih👍","The apk is the same as Twitter, the minus is that it can't save images, and hopefully it won't be chaotic on Twitter anyway👍",positive
Fazl Mawla,1,2023-07-06 22:23:17,error gabisa dipake jadinya baru login mau scroll udah kacau gtu si tolong diperbaiki lgi..,"error: I can't use it, so when I log in I want to scroll, it's already messed up, please fix it again...",negative
DANANG ZAKARIA TV,4,2023-07-06 16:36:07,Saran aja kalau bisa kasih fitur edit postingan.. kalau salah ketik caption biar nggak usah hapus posting.. Tp bisa di edit,"Just a suggestion, if you can provide an edit post feature... if you type the caption wrong, you don't have to delete the post... But you can edit it.",negative
Donna Chiu,1,2023-07-13 12:16:44,Selalu ke force close setiap mau upload foto. Sudah laporin masalah tapi masih begitu juga.,Always force close every time you want to upload a photo. I've reported the problem but it's still the same.,negative
arry RR,1,2023-08-27 15:46:48,Postingan orang yg tidak kita ikuti muncul di beranda secara random itu ganggu banget! X is better.,Posts from people we don't follow appearing on the homepage randomly are really annoying! X is better.,positive
Tutuko Satriyo Dirgantoro,1,2023-07-10 03:03:01,Masih perlu banyak perbaikan. Unggah foto lama banget dan lemot padahal sinyal bagus.,Still needs a lot of improvement. Uploading photos takes a long time and is slow even though the signal is good.,positive
Ogie Asmawijaya,1,2023-07-06 04:31:34,"Pas diinstal trsu dibuka aplikasinya trs eror, berbayang, bergetar, goyang, ...mungkin masih ada BUG","When you install it and open the application, it still has errors, ghosting, shaking, shaking,... maybe there are still bugs",negative
Agil C. Musadat [A.C.M],2,2023-08-30 00:53:13,"Awal yang bagus utk pertama kali, tapi setelah beberapa kali update sungguh di sayangkan terlalu banyak Bug, hingga memakan banyak memori","A good start for the first time, but after several updates it's a shame that there are too many bugs, so they take up a lot of memory",negative
Hikmatul A'idah,5,2023-07-13 22:05:01,"tolong adain fitur hemat kuota, soalnya threads ini videonya keputer otomatis dan bikin boros kuota.","Please have a quota saving feature, because in this thread the video is playing automatically and is wasting quota.",positive
Khafid baktiar,4,2023-07-06 07:01:38,"Tambahin fitur tanding,dan translate juga UInya jadi semooth dan gak kaku",Adding match and translate features also makes the UI smooth and not stiff,negative
Mirza Pandiangan,4,2023-07-08 10:11:05,Mantap. Cukup mirip kayak sebelah. Btw ini gw kasih bintang 4 dulu soalnya nggak ada tema perangkat gelap. Kalau udah ada nanti gw tambahin,"Excellent. Quite similar to the one next door. BTW, I gave this 4 stars first because it doesn't have a dark device theme. If it's there, I'll add it later",positive
Mashud Ktt,3,2023-07-10 13:00:27,"Kenapa appnya gak bisa kebuka padahal awal"" udah bagus tpi pas hari ini setiap mau buka selalu kembali terus","Why can't the app open even though it was good at first, but today every time I want to open it, it keeps coming back",positive
Sifa Sifa,4,2023-07-09 07:21:58,"Apk nya bagus , Tapi gak ada fitur translate nya Please Add the translate feature","The apk is good, but there is no translate feature. Please add the translate feature",positive
riris arbita,4,2023-07-07 02:42:46,Mohon bantuan nya dong. Aku mau upload foto ngga bisa. Selalu keluar terus tiap kali mau upload foto. Mohon bantuannya 🙏,"Please help, please. I want to upload a photo, but I can't. Always exit every time you want to upload a photo. Please help 🙏",positive
Wolf Gaming Banggai,3,2023-07-06 14:12:08,aplikasinya udah bagus tapi setiap kirim gambar selalu keluar sendiri mohon perbaikannya🙏,"The application is good but every time you send an image it always displays itself, please fix it🙏",positive
Tz• Nando,1,2023-07-06 09:10:26,"Gak bisa di download, pasti gagal terus. Padahal memory masih ada sisa 20GB, jaringan juga lancar","Can't download, it will keep failing. Even though there is still 20GB of memory remaining, the network is also smooth",negative
Rangga,3,2023-07-07 09:28:27,"Masih ada beberapa fitur yg belum ada seperti simpan gambar, translate,dll","There are still several features that don't exist, such as saving images, translating, etc",negative
anindia angie,4,2023-07-16 16:13:30,butuh fitur translate pake bgt!! butuh fitur buat bisa save foto jugaaa,really need the translate feature!! I need a feature to be able to save photos too,positive
Vannya Yulistyanti,5,2023-07-06 05:45:15,semoga ga ada iklan atau fitur berbayar yg mengganggu kenyamanan pengguna disini.,Hopefully there are no advertisements or paid features that disturb user comfort here.,positive
Kharisma Cellx,1,2023-07-06 16:12:43,"Aplikasinya eror, tulisan bertumpuk-tumpuk dan kabur. Sudah saya download ulang pun hasilnya sama saja","The application has an error, the writing is piled up and blurry. I have downloaded it again and the result is the same",negative
Melissa,5,2023-07-11 04:56:23,"Sangat luar biasa aplikasi ini, saran saya dengan mendaftar akun Ig ke trands tidak perlu semua di riset 💟💟💟","This application is really extraordinary, my advice is to register an IG account with Trands, you don't need to do all the research 💟💟💟",negative
Wannur Khairani,4,2023-07-06 09:56:13,"Halo developer, saya awalnya lancar post gambar, tetapi sekarang sudah tidak bisa, mohon diperbaiki","Hello developer, at first I was able to post images smoothly, but now I can't, please fix it",negative
Andry Bubutkayu,3,2023-07-07 22:15:31,"Aplikasi nya udah bagus, tapi kenapa ya setiap saya masuk pasti ngebug dan pecah pecah? Padahal pengguna lain tidak seperti itu 🙏🏻","The application is good, but why is it that every time I enter it it crashes and crashes? Even though other users are not like that 🙏🏻",negative
Muhammad Rifat,5,2023-07-06 11:57:57,"UI keren, smooth. tp masih banyak yg perlu di update. keren meta!","Cool UI, smooth. but there is still a lot that needs to be updated. meta cool!",positive
jose tirta,5,2023-07-08 17:10:35,Aplikasi nya bagus cuma masih ada banyak bug tolong perbaiki lagi yah makasih,"The application is good but there are still lots of bugs, please fix it, thanks",positive
Gading Arta,5,2023-07-07 06:26:41,"Widih baru muncul dah rame aja, tapi masih kurang si, fitur translate belum ada","Widih just appeared and it's busy, but it's still not enough, there's no translation feature yet",positive
Amir salim,1,2023-07-07 04:52:15,Aplikasi gak bisa scroll masih lelet numpuk² gitu? Gimana sih tolong di perbaiki.thanks!,"The application can't scroll, but it still takes a long time to pile up? How can I fix it? Thank you!",positive
Ridho Ananta,1,2023-07-07 12:05:57,apk ny eror pas scroll kebawah malah gambar nya itu jdi luntur gitu tolong di perbaiki lagi🙏,"The apk has an error when you scroll down and the image is faded, please fix it🙏",negative
Nov Ayu,3,2023-07-08 02:27:48,"Aplikasinya lumayan,tapi saran saya ditambah fitur save gambar dan trending","The application is not bad, but my suggestion is to add image saving and trending features",positive
Charisma Rahmayanti,5,2023-07-10 11:53:44,Semoga ke depan ada fitur translate dan utk beranda (home) hanya menampilkan akun yang kita follow atau memiliki niche yang sama,Hopefully in the future there will be a translate feature and the home page will only display accounts that we follow or have the same niche,positive
Arif Sofiyan,5,2023-07-13 13:10:09,"Mudah ringan dan simple penggunaan nya, kerennn kayanya bakal jd tren baru nih","It's easy, light and simple to use, it's cool, it looks like it's going to become a new trend",positive
sofia juniaty,2,2023-08-07 16:27:52,Bagus tapi sayangnya di lokasi saya selalu tulisannya bertumpuk jadi saya tidak bisa membacanya tolong diperbaiki🙏,Good but unfortunately at my location the writing is always stacked up so I can't read it please fix it🙏,negative
Muhammad Ali Usman,2,2023-07-06 14:12:50,Masih banyak bug. Salah satunya tidak bisa scroll di halaman aktivitas,Still lots of bugs. One of them is not being able to scroll on the activity page,negative
Rizal Aimar Mahfud,3,2023-07-09 08:18:13,Aplikasi nya bagus. Cuma 1 yg kurang. Tolong kasih fitur translate dong,"The application is good. Only 1 is missing. Please provide a translate feature, please",positive
Riinn han,2,2023-07-08 05:58:17,"Sempat bug,jadi saya coba download ulang lagi semoga aja lebi baik dari pada yang awal tadi","There was a bug, so I tried downloading it again, hopefully it's better than the first one",positive
Mustika,2,2023-07-09 13:33:15,Weee kenapa semenjak make ini Instagram malah ngebug????? Tiba2 keluar gtu aj??,"Weee, why has Instagram been bugging since using this????? Just like that, it just came out??",positive
Ratu Zalfa,5,2023-07-07 20:55:11,Aplikasinya bagus tapi kenapa sering logout terus dan di akun ig pun logout.,The application is good but why does it keep logging out and the IG account also logs out?,positive
Nurul Azkia,5,2023-07-06 18:43:03,Maaf mau tanya kenapa di saya layarnya itu selalu ga bisa di kebawahin sama agak eror gitu kaya double gitu jadi kaya eror gitu,"Sorry, I want to ask why on my screen I can't always turn it down, it's a bit of an error, like double, so it's like an error.",negative
ahmad suhendang,1,2023-07-08 03:41:49,"Yg masih gabisa buka Threads nya atau masih eror ,pas buka apk jangan pake mode gelap.","For those who still can't open Threads or still get errors, when opening the apk, don't use dark mode.",negative
Riyan Arrusdi,4,2023-07-12 00:54:54,Bagus sih tapi banyak fitur yg GK ada seperti translate dan ku maklumi karena app baru,It's good but there are a lot of features that don't exist like translation and I understand because it's a new app,negative
Fatimah Tsurayya,3,2023-07-09 04:52:28,"Lumayan si, tapi ga ada fitur translate ama dark modenya😢, suka error juga","That's not bad, but there's no translation feature or dark mode😢, there are errors too",negative
Febrian F.K,3,2023-07-10 14:04:33,"3 bintang dulu soalnya minim fitur, masih jauh untuk bersaing dengan twitter....","3 stars first because it has minimal features, it's still a long way from competing with Twitter....",negative
Biji Pepaya,5,2023-10-02 13:32:59,"Lebih mantap lah daripada apk sebelah banyak downgrade nya, lebih bagus dan rapi","It's better than the apk that has lots of downgrades, it's nicer and neater",positive
Andi Saputra,2,2023-07-09 07:01:33,gw kira ketika didonlot jadi apilkasi sistem dan masuk ke ig tapi ternyata malah nongol di bilah aplikasi jadi malas auto del,"I thought that when I downloaded it, it would be a system application and go to IG, but it actually appeared in the application bar, so Auto Del was lazy.",negative
Raffa Dinara,2,2023-07-23 07:07:37,"bikin app kaya gini bisa, tapi bikin double verification biar ga ke unfollow orang kg bisa gmn sih malu udah ke unfollow tmn gw 2 kalian nanti alasan apa lg yg w ksh ke dia 😒","You can make an app like this, but you can make double verification so you don't unfollow people. How can you be embarrassed about unfollowing my friend? What excuse will you give to him 😒",positive
holed HNDSM,2,2023-08-14 04:11:06,"tolong tambahkan fitur terjemahkan otomatis , terima kasih.","please add auto translate feature, thank you.",positive
Aulia Putry787,4,2023-07-12 06:10:06,Apk bagus mohon di kasih tambahan translate agar mempermudah dari pada bolak-balik ke google translate,"Good apk, please add additional translation to make it easier instead of going back and forth to Google Translate",positive
Kokoro Mirasan,3,2023-07-06 06:19:16,Mohon maaf ini kenapa tiba tiba app nya jadi error gini ya?? Tolong perbaiki,"Sorry, why is the app suddenly having an error like this? Please fix it",positive
Christopher Alfiano,1,2023-07-07 08:23:25,"Terlalu monoton dan kembali nostalgia ke jaman awal facebook terbentuk. Sudah gitu nagih hutang , akun langsung di banned , lebih baik twitter deh","Too monotonous and nostalgic for the early days of Facebook. That's it, I'm collecting debts, my account is immediately banned, it's better to use Twitter",negative
Dwi Wildan Risqi Perihati,1,2023-07-07 10:37:56,tulisannya bergetar getar kaya mau rusak mungkin bug jadi tolonglah diperbaiki saya juga pengin ngethreads gasieeh,"the writing vibrates like it's about to break, maybe it's a bug so please fix it, I also want to thread gasieeh",positive
Restu Priyo Andaru (Dayu),3,2023-09-29 11:00:03,salah satu apk fav tapi msh ada bug yg mengganggu..mohon diperbaiki untuk kedepannya,one of my favorite apks but there are still annoying bugs... please fix it for the future,positive
A.Dirgahayu Attaya,4,2023-07-09 02:55:43,Bagus bangett tapi sayangnya ga ada topic trending gituu terus kalo kita search pasti yang muncul akun akun doang ga ada kek postingan orang lain,"It's really good, but unfortunately there are no trending topics like that and if we search, the accounts that come up will show up but there won't be any other people's posts.",negative
Raplyyy,3,2023-07-07 15:26:22,"buat fitur translate, ama perbaiki bug force close nya..","create a translate feature, and fix the force close bug...",positive
Deddy Bossque,2,2023-08-29 20:58:16,"Tolong untuk lencana threads yang gak sengaja ke hapus dimunculkan lagi donk, saya udah coba cara apa aja ttp aja gabisa munculin lencana yg ke hapuss","Please make the thread badges that were accidentally deleted appear again, I've tried everything but can't get the deleted badges to appear.",negative
Bayu Gatra Wanarus,5,2023-07-18 05:37:00,"Aplikasinya keren kok banyak yg bilang lemot..tapi kok saya lancar2 aja ya, keren kok","The application is cool, many people say it's slow... but how come it runs smoothly for me, it's really cool",positive
Vetra AinzO_o,4,2023-07-06 06:13:04,Untuk UI atau InterFace mirip sama Twitter dan bahkan Mampir sama cuma beda Warna tpi Krn Login ny bisa Melalui IG jdi lebih mudah Overall Apk buat Saingin Elon Musk,"The UI or InterFace is similar to Twitter and even the interface is the same, only the colors are different, but because you can log in via IG, it's easier. Overall, this is an app to compete with Elon Musk.",positive
Elin Karlina,5,2023-07-29 12:19:24,"Aplikasinya perlu di perbaiki lagi, tambah fitur penerjemah bahasa.","The application needs to be improved, adding a language translator feature.",positive
F RS,1,2023-07-06 09:08:42,Tampilan aplikasi pada handphone saya masih error entah bug atau tidak sesuai. Jadi saya tidak bisa menggunakanya,"The application display on my cellphone still has errors, whether it's a bug or doesn't match. So I can't use it",negative
Pramesti Ayu,4,2023-07-07 10:03:47,"Banyak bug.. wajar sih aplikasi baru lahir, diperbaiki lagi min","Lots of bugs... it's normal for a new application, please fix it, bro",positive
Sofi Diya,3,2023-07-08 11:13:18,"1. Tolong pisahin antara publik sama orang yang kita ikuti. 2. Balikin lencana threads yang di ig *nyeselhapuslencana. 3. Di hp gw ada bug 4. Tolong tambahin fitur ; save foto / video, poling","1. Please separate the public from the people we follow. 2. Reverse the threads badge on IG *regret delete badge. 3. There is a bug on my cellphone 4. Please add features; save photos / videos, polls",positive
IN GUNDAM WE TRUST,1,2023-08-11 09:00:04,Aplikasi paling gak guna! overtracking produk sampahhh dari meta!,The most useless application! overtracking rubbish products from meta!,negative
Pen Vinci,2,2023-07-07 02:23:16,Tolong di hape saya malah kayak hancur aplikasinya.... Saya refresh2 malah ketimpa jendela satu dengan yang lainnya,"Please, on my cellphone, the application seems to have been destroyed.... I refresh it but one window overlaps with another",positive
Touchless 91,3,2023-08-23 01:01:39,"kalau mau bersaing sama X, fitur fitur-fiturnya minimal disamakan dan menyeluruh","If you want to compete with X, the features must be at least equal and comprehensive",positive
mister krempeng,3,2023-07-15 00:55:10,"Tolong perbaiki bug wktu ngelihat followers dan following akun threads,kdg ga bisa di lihat,di refresh berkali kali ttp ga bisa","Please fix the bug when viewing followers and following account threads, then it can't be seen, refreshed several times but still can't",positive
Dinda Dzakira,1,2023-07-09 00:25:31,"akun aku hilang gara"" ngeuninstal threads, apk apa sih ini, yang nyiptain apk ini stress anjg, segitu nya bgt kah sampe harus ikut ngilangin akun, supaya ga ada yg ngeuninstal threads?, gitu cara nya?, stress sumpah ini apk ga guna, udah ngikut""in tweater, apa coba 🤬","I lost my account because I uninstalled threads, what is this apk, the one who created this apk is so stressed, is it so bad that I have to delete my account, so that no one uninstalls threads? That's how I do it?, stressed I swear this apk is useless, I've been following Twitter, why don't you give it a try 🤬",negative
Rizki Ar,3,2023-07-07 04:53:54,Saran Untuk Menambahkan Fitur Di Dalam Aplikasi Threads Yaitu Fitur Beralih Akun Secara Manual Di Aplikasi Threads Tanpa Harus Ke Instagram,"Suggestions for adding features in the Threads application, namely the feature of switching accounts manually in the Threads application without having to go to Instagram",negative
Mohamad Nur Ilham,2,2023-07-06 16:56:41,Perlu di update lagi sih ini Habis sembunyikan lencana threads di profil instagram masa ga bisa balik lagi... nyesel kecewa,"This needs to be updated again. After hiding the threads badge on my Instagram profile, I can't come back... I'm sorry, I'm disappointed",negative
gudang rack,1,2023-08-02 05:06:40,"enggak bisa login, pilihan login hanya tersedia ketika kita memiliki instagram, maksa kita harus install instagram dan bikin akun instagram dulu, uninstall","can't log in, the login option is only available when we have Instagram, so we have to install Instagram and create an Instagram account first, uninstall",positive
Naufal Tito Fajrian,1,2023-07-07 03:14:58,Saya baru coba kok muncul bug. Padahal hp saya baik-baik saya. Tolong dong dari pihak threads,I just tried it but a bug appeared. Even though my cellphone is fine. Please from the threads,positive
PRIYO VIEW,5,2023-07-07 03:27:29,"Tolong untuk tambahkan kolom trending, dan hashtag dapat berfungsi di aplikasi ini 🙏🏻","Please add a trending column, and hashtags can work in this application 🙏🏻",positive
Dhimas Satya Yunanto,5,2023-07-12 09:51:15,"Next pembaruan aplikasi yg akan datang, kalo bisa ada fitur download fotonya dong kak, seperti di Facebook","Next, the next application update will be, if possible, there will be a photo download feature, bro, like on Facebook",positive
Lulu royani,5,2023-07-06 06:23:40,Bagus sih rapi banget tapi fitur fitur nya emang masih kurang aja tapi moga aja kedepannya makin baik,"It's really good, neat, but the features are still lacking, but hopefully in the future it will get better",positive
Ifan Aceng,3,2023-07-08 04:34:08,"Apk udah bagus, cuma tolong benarin ID Lancana Threads yang di hapus bisa di muncul kan lagi.","The apk is good, just please make sure that deleted Threads Lancana IDs can appear again.",positive
Yaya Restia,2,2023-07-11 15:47:17,kenapa sih mau upload foto di thereads ga bisa malah kembali aku kasi b2 dulu deh ananti klo udh bisa baru,"Why don't you want to upload photos on Threads? Instead, I'll give you a b2 first, wait until I can, then",negative
Dede Agung Bachtiar,1,2023-07-15 17:13:24,"jelek, ga follow tapi muncul di feeds. balik ke twt aja kalo gini.","bad, no follow but appears in feeds. Just go back to Twitter like this.",positive
Yaudah iya Gw aneh,1,2023-07-08 01:34:28,"Saya mengalami sesuatu bug yang terjadi di Threads,Yaitu Semua postingan yang saya scroll mengalami glitch","I experienced a bug that occurred in Threads, namely all the posts that I scrolled experienced a glitch",negative
Robert Sidharta,1,2023-07-07 12:21:56,Setiap mau mention langsung force close aplikasinya.. pakai HP Huawei nova 5T,"Every time I want to mention it, I immediately force close the application... using a Huawei Nova 5T cellphone",positive
Rizki Fadilah N.I,1,2023-07-07 09:20:37,"Download ni apk cuma penasaran aja, palingan nanti balik lagi ke twitter Edit : Mataku silau melihat tampilan putihnya antarmuka alias gada mode gelap","Download this apk just out of curiosity, at most I'll come back to Twitter later Edit: My eyes are dazzled by the white appearance of the interface, aka there's no dark mode",negative
Aldi Saputra,3,2023-07-07 11:13:21,"Gak tau kenapa setiap buka beberapa threads tertentu selalu force close, di MIUI","I don't know why every time I open certain threads it always forces close, on MIUI",positive
Muhammad Adi Nugroho,1,2023-07-06 08:06:13,"Tambahkan pencarian kata bukan hanya orang saja, tambahkan topik trending","Add word searches, not just people, add trending topics",negative
Sutan Maulana,5,2023-07-07 09:45:04,"Aplikasi nya bagus dan fiturnya cukup memuaskan, untuk kedepannya bisa ditingkatkan lagi","The application is good and the features are quite satisfying, in the future it can be improved further",positive
Galan Ashabal Yamin,5,2023-07-06 15:49:06,"Nice, standar komunitasnya diatur,jadinya nih apk gada tuh posting postingan hal yg berbau 4no. Hal-hal yang berbau aktivitas pemalsuan harus diban juga sih.semoga saja ada fitur report ,semoga semakin berkembang aplikasi ini.good job META👍","Nice, the community standards are regulated, so this apk doesn't post anything related to 4no. Things that smell like counterfeiting activities must be banned too. Hopefully there will be a report feature, hopefully this application will develop further. Good job META👍",positive
Agung Nugraha,5,2023-09-21 12:20:03,"Tolong search engine na dibuat seperti Twiter, agar lebih gampang lihat post orang lain, Dan fitur trending nya masih kosong","Please make the search engine like Twitter, so it's easier to see other people's posts, and the trending feature is still empty",positive
Samsul Efendi,1,2023-08-18 02:14:10,"login pake akun ig tp ttep masukin username + sandi, lah ig gw login pake fb gmn ada sandinya?? aplikasi gk berguna syekali","Log in using your IG account but still enter your username + password, so I log in using FB, how come there is a password?? the application is completely useless",negative
Ayu Rhyn,3,2023-07-06 07:12:11,"Ribet, ngapain bukan aplikasi instagram saja yang dikembangkan saja. Ini harus menginstall 2 aplikasi. Ribet sekali. Mana harus nyari pengikut lagi di Threads. Huft egois bangetlah INSTAGRAM","It's complicated, why not just develop the Instagram application? This requires installing 2 applications. It's very complicated. Where to look for followers again on Threads. Sigh, how selfish INSTAGRAM is",negative
Andea Julvan,5,2023-07-06 14:58:59,"Overall dh bagus , mungkin klo ditambahin fitur translate lebih bagus","Overall it's good, maybe if you added a translate feature it would be better",positive
Muhammad Helmi,2,2023-07-06 07:34:06,"Saya harap untuk login tidak menggunakan Instagram, gunakan metode new akun. Tidak terhubung dengan Instagram.","I hope you don't use Instagram to log in, use the new account method. Not connected to Instagram.",positive
Nasrudin,3,2023-07-06 22:36:48,"saya bintang tiga dulu,dapat info app ini dari timeline di tiktok,katanya mau nyaingin twiter apa iya bisa 😁","I was a three star first, got the info about this app from the timeline on TikTok, it said I wanted to start Twitter, could it be done 😁",negative
Muhammad Zaenal Abidin,1,2023-07-07 14:48:19,Aplikasi eror teks tidak bisa dibaca mohon untuk ditinjau ulang,"Application error: text cannot be read, please review",negative
Tasya Ceisar,2,2023-07-07 05:25:29,"bug nya kebangetan banget, banyak yang tumpang tindih, tolong di perbaiki lagi!","The bugs are really big, there are a lot of overlaps, please fix them again!",positive
Muhammad Ainul Yaqin,2,2023-07-08 00:12:19,"Saat scroll ini aplikasi masih belum lancar, tapi kalau scroll ig enak","When scrolling, the application is still not smooth, but if you scroll on IG it's good",positive
cindi,2,2023-07-09 01:07:34,"Bang tolong tambahin fitur translate aelah, ini biar gue paham kalo cokpop gue update, add translate feature please😭","Bro, please add a translate feature, this is so I understand when I update Cokpop, add a translate feature please😭",positive
kusumatirta,2,2023-07-10 14:32:02,"Banyak bug, trus apk nya ngga mulus masih banyak yg patah patah..","There are lots of bugs, then the apk isn't smooth, there are still lots of broken ones...",negative
Fauzan,3,2023-07-09 07:33:59,waktu saya pengen posting video durasi gak nyampe 3 menit selalu gagal posting pdahal internet saya lancar lancar,"When I want to post a video the duration is not even 3 minutes, it always fails to post even though my internet is running smoothly",negative
Mas Sugeng,1,2023-07-08 06:29:55,"Jelek aplikasinya. Gabisa dimainin, hurufnya nyatu semua, gabisa dibaca","Bad application. Can't play with it, the letters are all mixed up, can't be read",negative
Terry _,5,2023-07-06 22:50:00,"Puas namun kenapa Threads ini ada bug ya, mohon segera di fix",Satisfied but why is there a bug in this thread? Please fix it immediately,positive
lavida aisyah,1,2023-07-08 06:27:51,Teksnya bertumpuk² jadi gak bisa dibaca😭 tolong ya diperbaiki aplikasinya,The text is stacked so it can't be read😭 please fix the application,negative
Herry Teknik,1,2023-07-07 10:12:43,Setiap login selalu terkeluar sendiri dari instagram! Mohon segera perbaiki 🥴,Every time you log in you are always logged out of Instagram! Please fix it immediately 🥴,positive
Cici Sefina,5,2023-07-13 13:31:31,"Bagus, cuman belum banyak penggunanya aja...optimalkan fungsi"" baru","Good, but there aren't many users yet...optimize the new function",positive
