text,positive_sentences,positive_score
mantab situs ini threads,mantab situs ini threads,1
udahh bagus cuma untuk konten yang sedia untuk threads nya tolong sesuai dengan minat masing masing akun isi jadi boring juga beranda threads nya cuma isi dengan guna centang biru agak ribet kalau harus sembunyi blokir dulu,udahh bagus cuma untuk konten yang sedia untuk threads nya tolong sesuai dengan minat masing masing akun isi jadi boring juga beranda threads nya cuma isi dengan guna centang biru agak ribet kalau harus sembunyi blokir dulu,1
dengan simak postingan teman disina says rasa puas,dengan simak postingan teman disina says rasa puas,1
update aplikasi lebih banyak baru,update aplikasi lebih banyak baru,1
saya suka sekali sama aplikasi nya,saya suka sekali sama aplikasi nya,1
tahap ajar tapi bagus,tahap ajar tapi bagus,1
tiap buka thread dari ig pasti nyuruh update melulu,tiap buka thread dari ig pasti nyuruh update melulu,1
untuk aplikasi nya sudah bagus tapi tolong depan di tambahin fitur seperti translate save photo dan mode hemat data terima kasih,untuk aplikasi nya sudah bagus tapi tolong depan di tambahin fitur seperti translate save photo dan mode hemat data terima kasih,1
aplikasi baru instagram bagus,aplikasi baru instagram bagus,1
bagus dan banyak yang tarik,bagus dan banyak yang tarik,1
overall bagus saja sampai candu hari main threads isi pada minta mutualan cuma yang kurang yaitu fitur tombol ikut di daftar followers dan juga tagar top trend sama dapat upload music,overall bagus saja sampai candu hari main threads isi pada minta mutualan cuma yang kurang yaitu fitur tombol ikut di daftar followers dan juga tagar top trend sama dapat upload music,1
alam saya lama ini di hp oppo realme c os pas mode gelap bawa dari realme nyala aplikasi threads ngebug dengan tampil tumpuk dan ulang terus namun telah mode gelap bawa realme saya mati aplikasi threads dapat jalan dengan normal,alam saya lama ini di hp oppo realme c os pas mode gelap bawa dari realme nyala aplikasi threads ngebug dengan tampil tumpuk dan ulang terus namun telah mode gelap bawa realme saya mati aplikasi threads dapat jalan dengan normal,1
aplikasi sangat bantu soal akun,aplikasi sangat bantu soal akun,1
aplikasi sudah bagus cuma ada yang kurang saran saya saja ikan beberapa fitur yang lain seperti translate dan untuk simpan gambar atau vidio yang paling penting saja translate nya saja min salah satu guna treads,aplikasi sudah bagus cuma ada yang kurang saran saya saja ikan beberapa fitur yang lain seperti translate dan untuk simpan gambar atau vidio yang paling penting saja translate nya saja min salah satu guna treads,1
aplikasi baru wajar milik banyak kurang atau bug ini itu cuma jauh ini saya belum nikmat aplikasi nya lebih enak dan nyaman pakai twitter you know what i mean lebih singkat cuma penasaran pakai apk ini fakyu buat bayar centang biru dan batas tweet bodoamat saya juga bukan org penting yang harus pakai verifikasi centang biru,aplikasi baru wajar milik banyak kurang atau bug ini itu cuma jauh ini saya belum nikmat aplikasi nya lebih enak dan nyaman pakai twitter you know what i mean lebih singkat cuma penasaran pakai apk ini fakyu buat bayar centang biru dan batas tweet bodoamat saya juga bukan org penting yang harus pakai verifikasi centang biru,1
saya yakin saja ini app bakal layu belum kembang bagaimana tidak banyak atur yang aneh dan tidak masuk akal,saya yakin saja ini app bakal layu belum kembang bagaimana tidak banyak atur yang aneh dan tidak masuk akal,1
ini masih banyak kurang tidak ada terjemah padahal yang mengunakan bagai negara tidak dapat kirim pesan catat jangan pernah ada iklan di threads supaya tidak jengkel cukup instagram yang banyak iklan threads jangan thank you,ini masih banyak kurang tidak ada terjemah padahal yang mengunakan bagai negara tidak dapat kirim pesan catat jangan pernah ada iklan di threads supaya tidak jengkel cukup instagram yang banyak iklan threads jangan thank you,1
ada bug di mana saat post foto dengan format png aplikasi langsung force close mohon untuk segera baik lebih guud saja,ada bug di mana saat post foto dengan format png aplikasi langsung force close mohon untuk segera baik lebih guud saja,1
untuk sementara saya kasih binta gin dulu ada bug force close moga segera baik dan tambah fitur yang lain terimakasih,untuk sementara saya kasih binta gin dulu ada bug force close moga segera baik dan tambah fitur yang lain terimakasih,1
simpel sekali aplikasi dan sangat mirip dengan twitter hanya saja masih belum dapat fitur direct message serta fitur trend,simpel sekali aplikasi dan sangat mirip dengan twitter hanya saja masih belum dapat fitur direct message serta fitur trend,1
cukup bagus untuk saat ini tetapi saya harap di tambah fitur save postingan jadi guna dapat simpan postingan,cukup bagus untuk saat ini tetapi saya harap di tambah fitur save postingan jadi guna dapat simpan postingan,1
tiap mau repost threads ke ig kenapa jadi ig nya ke log out iya jadi misal aku buka threads pasti ig aku ke log out sama kalau aku buka ig pasti threads nya ke log out jadi tidak dapat repost ngomong-ngomong ig sudah update mohon informasi nya,tiap mau repost threads ke ig kenapa jadi ig nya ke log out iya jadi misal aku buka threads pasti ig aku ke log out sama kalau aku buka ig pasti threads nya ke log out jadi tidak dapat repost ngomong-ngomong ig sudah update mohon informasi nya,1
thumbnail website tidak tampil padahal belum baik baik saja pas etik thumbnail awal tampil tapi ketika unggah thumbnail ubah jadi tidak tampil alias hanya upa link,thumbnail website tidak tampil padahal belum baik baik saja pas etik thumbnail awal tampil tapi ketika unggah thumbnail ubah jadi tidak tampil alias hanya upa link,1
aplikasi nya keren tapi tolong pakde zuck tambahin fitur dm sama agar dapat lihat yang trend kayak twitter,aplikasi nya keren tapi tolong pakde zuck tambahin fitur dm sama agar dapat lihat yang trend kayak twitter,1
bagus semua simpel dapat pakai akun ig follower di instagram pun dapat di follow saran saja kasih fitur download gambar translate seperti di instagram threadnya dapat di mark simpan seperti di instagram,bagus semua simpel dapat pakai akun ig follower di instagram pun dapat di follow saran saja kasih fitur download gambar translate seperti di instagram threadnya dapat di mark simpan seperti di instagram,1
saat putar video suara selalu mati tolong sedia settingan agar dapat selalu buka agar tidak perlu buka suara satu video,saat putar video suara selalu mati tolong sedia settingan agar dapat selalu buka agar tidak perlu buka suara satu video,1
agak hampir mirip lumayan cepat tapi kalau ram kecil kurang apdol,agak hampir mirip lumayan cepat tapi kalau ram kecil kurang apdol,1
ada sedikit ngebug saat buat caption dan kalau dapat bikin algoritma cepat viral usernya agar makin banyak usernya karena manusia ingin kenal,ada sedikit ngebug saat buat caption dan kalau dapat bikin algoritma cepat viral usernya agar makin banyak usernya karena manusia ingin kenal,1
bagus untuk saat ini saya kasih bintang karena belum ada fitur tagar heboh baru terviral agar balance tidak ada topik hangat yang lewat dan ikut trend hari dapat saya naik bintang,bagus untuk saat ini saya kasih bintang karena belum ada fitur tagar heboh baru terviral agar balance tidak ada topik hangat yang lewat dan ikut trend hari dapat saya naik bintang,1
saya cuma kritik hal yaitu tolong baik lagi aplikasi ini utama bagi simpan minimal dapat simpan foto postingan lah,saya cuma kritik hal yaitu tolong baik lagi aplikasi ini utama bagi simpan minimal dapat simpan foto postingan lah,1
cukup bagus tetapi mengapa saat saya mempostinh video jadi blur mohon di tambah mode hd dan mengapa saya tidak dapat lihat komen ulas orang lain dapat tetapi saya juga harus komen,cukup bagus tetapi mengapa saat saya mempostinh video jadi blur mohon di tambah mode hd dan mengapa saya tidak dapat lihat komen ulas orang lain dapat tetapi saya juga harus komen,1
baru juga slese donlod sudah suruh update lawak bner ini apk,baru juga slese donlod sudah suruh update lawak bner ini apk,1
dapat aku ini bagus saja kaya facebook buat unggah foto nya bagus sini tidak buram kaya di facebook cuma tidak dapat buat balas pesan iya dan aku hapus kembali karena malas banyak aplikasi tidak penting,dapat aku ini bagus saja kaya facebook buat unggah foto nya bagus sini tidak buram kaya di facebook cuma tidak dapat buat balas pesan iya dan aku hapus kembali karena malas banyak aplikasi tidak penting,1
hanya test karena mirip twitter jadi penasaran seperti apa twitter buat raksasa kelas meta dari segi tampil saja mantap cuma yang buat bosen fitur fiturnya masih kalah taut sama instagram tidak diri sendiri jadi harus buat ig dulu saat mau coba,hanya test karena mirip twitter jadi penasaran seperti apa twitter buat raksasa kelas meta dari segi tampil saja mantap cuma yang buat bosen fitur fiturnya masih kalah taut sama instagram tidak diri sendiri jadi harus buat ig dulu saat mau coba,1
aplikasi rusak tidak stabil sering muat ulang sendiri tidak jelas belum siap jangan luncur malu maluin seperti aplikasi perintah saja,aplikasi rusak tidak stabil sering muat ulang sendiri tidak jelas belum siap jangan luncur malu maluin seperti aplikasi perintah saja,1
kita perlu mudah dalam cari apa yang ingin kita tahu di sini,kita perlu mudah dalam cari apa yang ingin kita tahu di sini,1
aplikasi sampah maksa buat instal dengan pancing postingan instagram yang tidak lengkap benar benar samph,aplikasi sampah maksa buat instal dengan pancing postingan instagram yang tidak lengkap benar benar samph,1
baru coba meta sedang usaha saing dengan twitter dan microblogging app lain review singkat tidak ada yang spesial sementara ini hanya saja kita dapat dengan mudah hubung ikut instagram kita dengan app ini,baru coba meta sedang usaha saing dengan twitter dan microblogging app lain review singkat tidak ada yang spesial sementara ini hanya saja kita dapat dengan mudah hubung ikut instagram kita dengan app ini,1
bagus cuma seperti postingan yang sudah dipost tidak dapat edit yaa jadi harus hapus postingan kita dulu baru upload lagi iya tidak saja atau aku yang masih kagok sama aplikasi ini wkwk juga butuh translate untuk postingan yang guna bahasa mereka agar orang asing dapat paham apa yang tulis tidak nemu juga yang ini atau mungkin belum kenal betul fitur nya,bagus cuma seperti postingan yang sudah dipost tidak dapat edit yaa jadi harus hapus postingan kita dulu baru upload lagi iya tidak saja atau aku yang masih kagok sama aplikasi ini wkwk juga butuh translate untuk postingan yang guna bahasa mereka agar orang asing dapat paham apa yang tulis tidak nemu juga yang ini atau mungkin belum kenal betul fitur nya,1
kalau mau pakai aplikasi usaha hp kalian internal masih banyak dan ram minimal gb agar tidak patah ini saya pakai hp ram saja masih lancar kok,kalau mau pakai aplikasi usaha hp kalian internal masih banyak dan ram minimal gb agar tidak patah ini saya pakai hp ram saja masih lancar kok,1
bug limit follow nya yang bikin tidak nyaman cukup eror di threads saja instagram nya jangan ikut ikut bug juga padahal di instagram tidak ngapa sedang apa,bug limit follow nya yang bikin tidak nyaman cukup eror di threads saja instagram nya jangan ikut ikut bug juga padahal di instagram tidak ngapa sedang apa,1
sudah bagus karena aplikasi baru karena sudah biasa dengan twitter jadi gampang sesuai nya paling fitur nambah beberapa akun threads sama ganti nama akun nya pisah dengan instragram terima kasih,sudah bagus karena aplikasi baru karena sudah biasa dengan twitter jadi gampang sesuai nya paling fitur nambah beberapa akun threads sama ganti nama akun nya pisah dengan instragram terima kasih,1
benar aplikasi ini bagus karena dapat damping instagram namun tidak ada fitur mode gelap yang umum jumpa aplikasi lain,benar aplikasi ini bagus karena dapat damping instagram namun tidak ada fitur mode gelap yang umum jumpa aplikasi lain,1
overall bagus bbrp yang perlu di baru algoritma sesat terlalu jauh tambahin edit postingan dan jumlah reply threads tambahin pilih folder album tambahin fitur download media tambahin banner sampul profile,overall bagus bbrp yang perlu di baru algoritma sesat terlalu jauh tambahin edit postingan dan jumlah reply threads tambahin pilih folder album tambahin fitur download media tambahin banner sampul profile,1
ini threads kenapa woyy di saya kok hari tiga tidak dapat post foto lagi padahal pas pertama mau ngepost foto fine fine saja dari awal emang sudah bingung saja mau download ini atau tidak download ini juga paksa gegara bias ngepost di threads akhir ikut pleasee buat developer nya baik cevat gamau tahu kalau sampai besok masih ngelag alamat hapus sudah,ini threads kenapa woyy di saya kok hari tiga tidak dapat post foto lagi padahal pas pertama mau ngepost foto fine fine saja dari awal emang sudah bingung saja mau download ini atau tidak download ini juga paksa gegara bias ngepost di threads akhir ikut pleasee buat developer nya baik cevat gamau tahu kalau sampai besok masih ngelag alamat hapus sudah,1
sudah bagus simple mirip twitter cuma belum dapat cek insight dan multiply account selain itu belum dapat fitur smart search atau hastag yang populer moga segera tambah,sudah bagus simple mirip twitter cuma belum dapat cek insight dan multiply account selain itu belum dapat fitur smart search atau hastag yang populer moga segera tambah,1
masih ada bug ketika saya ingin laku utas dan tambah foto itu tiba tiba force close tolong segera baik,masih ada bug ketika saya ingin laku utas dan tambah foto itu tiba tiba force close tolong segera baik,1
fiturnya bilang masih minim tapi untuk tampil sudah cukup bagus nan ringan namun saya harap ke depan fitur tagar dapat maksimal lagi,fiturnya bilang masih minim tapi untuk tampil sudah cukup bagus nan ringan namun saya harap ke depan fitur tagar dapat maksimal lagi,1
saran tidak perlu buat aplikasi baru cukup dengan instagram dan kembang lagi dengan fitur fitur baik tunjuk karya baik kamu sampai dunia kagum kagum dengan kamu,saran tidak perlu buat aplikasi baru cukup dengan instagram dan kembang lagi dengan fitur fitur baik tunjuk karya baik kamu sampai dunia kagum kagum dengan kamu,1
bug langsung di rasa saat scrool untuk pertama kali text tidak ikut gera layar dia hanya diam dan buat bayang seperti fps dan terus tumpuk saat buka jendela lain,bug langsung di rasa saat scrool untuk pertama kali text tidak ikut gera layar dia hanya diam dan buat bayang seperti fps dan terus tumpuk saat buka jendela lain,1
ada bug mungkin hanya guna android saja yang alami bug glich padahal baru login dan baru sentuh scrol langsung tampil nya nge glich mohon baik dan mampu jadi ganti twitter,ada bug mungkin hanya guna android saja yang alami bug glich padahal baru login dan baru sentuh scrol langsung tampil nya nge glich mohon baik dan mampu jadi ganti twitter,1
lebih banyak lagi fitu yang harus tambah dan trends yang lebih update lagi,lebih banyak lagi fitu yang harus tambah dan trends yang lebih update lagi,1
jauh ini app ringan mudah guna cuma untuk kolom search masih batas sehingga mohon beri logika tambah upa cari kata dari beberapa postingan threads sehingga dapat laku cari cara luas terimakasih,jauh ini app ringan mudah guna cuma untuk kolom search masih batas sehingga mohon beri logika tambah upa cari kata dari beberapa postingan threads sehingga dapat laku cari cara luas terimakasih,1
aplikasi ini masih banyak bug nya salah satu sering force close sendiri ketika saya sedang guna tolong segera bik ini sangat menganggu,aplikasi ini masih banyak bug nya salah satu sering force close sendiri ketika saya sedang guna tolong segera bik ini sangat menganggu,1
bintang dulu soal kalau login pakai instagram bahkan instagramnya yang logout pas login ke instagram bahkan threads nya yang logout begitu saja terus moga jadi ini langsung ditindaklanjuti,bintang dulu soal kalau login pakai instagram bahkan instagramnya yang logout pas login ke instagram bahkan threads nya yang logout begitu saja terus moga jadi ini langsung ditindaklanjuti,1
aplikasi nya bagus,aplikasi nya bagus,1
aplikasi sosial media yang bagus,aplikasi sosial media yang bagus,1
buat semua bagus design sama menu nya cukup cuma yang kurang nya masih banyak utama ini harus ada topik yang dapat user ikut agar feed tidak terlalu beranta sama feed harus nya pisah jadi dua buat publik dari topik yang ikut sama lagi buat follower atau postingan khusus followers,buat semua bagus design sama menu nya cukup cuma yang kurang nya masih banyak utama ini harus ada topik yang dapat user ikut agar feed tidak terlalu beranta sama feed harus nya pisah jadi dua buat publik dari topik yang ikut sama lagi buat follower atau postingan khusus followers,1
sangat baguss dan sangatt bantu,sangat baguss dan sangatt bantu,1
masih banyak kurang masuk saja susah mungkin karena harus menyingkronkan data ini yang aku tidak suka karena mau beda teman kita seperti di twitter dapat anonim,masih banyak kurang masuk saja susah mungkin karena harus menyingkronkan data ini yang aku tidak suka karena mau beda teman kita seperti di twitter dapat anonim,1
sangat bermamfaat,sangat bermamfaat,1
saya tukam titik bug pada aplikasi ini pada saat laku postingan foto sebut tiba tiba aplikasi saya henti dan close forced mohon baik,saya tukam titik bug pada aplikasi ini pada saat laku postingan foto sebut tiba tiba aplikasi saya henti dan close forced mohon baik,1
dapat glitch pada tampil jika guna dark mode sehingga aplikasi tidak dapat guna dengan mesti tolong segera baik,dapat glitch pada tampil jika guna dark mode sehingga aplikasi tidak dapat guna dengan mesti tolong segera baik,1
yuhuu baru instal baru coba langsung nge bug mau bikin postingan dengan tambah foto eh langsung keluar aplikasi di baik lagi iya,yuhuu baru instal baru coba langsung nge bug mau bikin postingan dengan tambah foto eh langsung keluar aplikasi di baik lagi iya,1
bagus enak kayak tiktok tapi kenapa tiap vedeo harus tekan folume agar suara keluar,bagus enak kayak tiktok tapi kenapa tiap vedeo harus tekan folume agar suara keluar,1
tambah fitur upload foto dan video langsung rekam tanpa harus dari folder file pisah antara yang aku following dengan akun rekomendasi jangan di campur di beranda tambah fitur tampil akun di bio instagram jika sudah lanjur di sembunyi,tambah fitur upload foto dan video langsung rekam tanpa harus dari folder file pisah antara yang aku following dengan akun rekomendasi jangan di campur di beranda tambah fitur tampil akun di bio instagram jika sudah lanjur di sembunyi,1
lumayan bagus mohon tambah fitur notifikasi followers tidak gabung dapat lihat following yang tidak followback schedule posting jumlah likes di profil seperti aplikasi tt search keyword untuk posting trend,lumayan bagus mohon tambah fitur notifikasi followers tidak gabung dapat lihat following yang tidak followback schedule posting jumlah likes di profil seperti aplikasi tt search keyword untuk posting trend,1
limit terus lihat following tidak dapat refresh timeline juga kena limit tampil jumlah followers hilang terus kalau sini kena limit di ig juga kena,limit terus lihat following tidak dapat refresh timeline juga kena limit tampil jumlah followers hilang terus kalau sini kena limit di ig juga kena,1
ini apk apa kenapa gede rasa instal apk ini kok tiba akun aku hmpir di hack parah terus pas apk di uninstal kok tiba muncul lagi di folder lain ngeri,ini apk apa kenapa gede rasa instal apk ini kok tiba akun aku hmpir di hack parah terus pas apk di uninstal kok tiba muncul lagi di folder lain ngeri,1
cukup baiksi turut tapi harus no yang dapat tampil di bio ig kalau sudah hapus dapat pasang kembali jangan hanya sekali tapi maklum lah iya baru awal moga dapat baik,cukup baiksi turut tapi harus no yang dapat tampil di bio ig kalau sudah hapus dapat pasang kembali jangan hanya sekali tapi maklum lah iya baru awal moga dapat baik,1
tidak ada tools buat terjemah bahasa asing tidak dapat save postingan orang mungkin dapat baik lagi tools penting dari instagram masuk kesini dong,tidak ada tools buat terjemah bahasa asing tidak dapat save postingan orang mungkin dapat baik lagi tools penting dari instagram masuk kesini dong,1
mohon maaf ini aplikasi sudah di install tapi tiba dadak tampil ui nya bug dan glitch tema themes mode gelap dark mode tolong baik aplikasi ini terimakasih,mohon maaf ini aplikasi sudah di install tapi tiba dadak tampil ui nya bug dan glitch tema themes mode gelap dark mode tolong baik aplikasi ini terimakasih,1
rapihkan notifnya beri fitur mana yang sudah follback mana yang belum masih dapat beberapa bug seperti tidak dapat update jumlah followers di profil followers tambah tapi liat masih stuck situ tidak dapat lihat followers following orang lain,rapihkan notifnya beri fitur mana yang sudah follback mana yang belum masih dapat beberapa bug seperti tidak dapat update jumlah followers di profil followers tambah tapi liat masih stuck situ tidak dapat lihat followers following orang lain,1
aku tidak erti cara pakai nya tapi ini sangat seru,aku tidak erti cara pakai nya tapi ini sangat seru,1
seru dan bagus,seru dan bagus,1
mungkin perlu buat versi lite nya karena di beberapa device banyak bug utama error lag homepage saat scrooling kalau ini versi trial beta masih banyak yang harus di baik,mungkin perlu buat versi lite nya karena di beberapa device banyak bug utama error lag homepage saat scrooling kalau ini versi trial beta masih banyak yang harus di baik,1
tolong baik dong saya follow orang hanya dapat maksimal tolong kembali seperti dulu maksimal,tolong baik dong saya follow orang hanya dapat maksimal tolong kembali seperti dulu maksimal,1
mantab interaksi langsung mesqi ada tempo telah posting lebih berat sinyal ngomong-ngomong joz lah uji sabar,mantab interaksi langsung mesqi ada tempo telah posting lebih berat sinyal ngomong-ngomong joz lah uji sabar,1
ada bug keluar aplikasi terus logout bebarengan dengan ig tiba tiba force close saran tolong ada fitur translate simpan foto dan video,ada bug keluar aplikasi terus logout bebarengan dengan ig tiba tiba force close saran tolong ada fitur translate simpan foto dan video,1
seru tidak ada iklan terus tingkat kredibilitas seperti aplikasi lain,seru tidak ada iklan terus tingkat kredibilitas seperti aplikasi lain,1
fitur suara nya tolong di baik kenapa tiap video di mute,fitur suara nya tolong di baik kenapa tiap video di mute,1
tolong tambah fitur dark mode sehingga tidak perlu aktif dark mode bawa hp,tolong tambah fitur dark mode sehingga tidak perlu aktif dark mode bawa hp,1
cara overall oke saja paling masuk saja tolong tambahakan fitur trend seperti twitter supaya lebih tarik lagi terima kasih,cara overall oke saja paling masuk saja tolong tambahakan fitur trend seperti twitter supaya lebih tarik lagi terima kasih,1
sudah bagus akan tetapi belum dapat translate bahasa inggris dan bahass lain ke bahasa indonesia,sudah bagus akan tetapi belum dapat translate bahasa inggris dan bahass lain ke bahasa indonesia,1
bug nya banyak sangat ketika di swipe tulis numpuk tidak dapat baca tulis sama sekali,bug nya banyak sangat ketika di swipe tulis numpuk tidak dapat baca tulis sama sekali,1
paksa install ini app kalau tidak di install notif di instagram nyala terus tiap habis buka app ig nya,paksa install ini app kalau tidak di install notif di instagram nyala terus tiap habis buka app ig nya,1
overall bagus tambah video durasi panjang dan tambah translate di tiap postingan maupun di tiap komentar,overall bagus tambah video durasi panjang dan tambah translate di tiap postingan maupun di tiap komentar,1
overall sudah bagus tapi untuk sementara karena masih banyak bug aku kasih bintang dulu iya wajar juga saja karena app baru,overall sudah bagus tapi untuk sementara karena masih banyak bug aku kasih bintang dulu iya wajar juga saja karena app baru,1
apkalsi yang bagus,apkalsi yang bagus,1
aku kasih bintang dulu moga dapat baik depan catat belum ada fitur translate beranda masih campur aduk padahal tidak memfollow tidak ada tema untuk tampil dark mode fitur auto following hilang saja ada pilih untuk hapus akun tidak ada bookmark moga jadi perhati terimakasih,aku kasih bintang dulu moga dapat baik depan catat belum ada fitur translate beranda masih campur aduk padahal tidak memfollow tidak ada tema untuk tampil dark mode fitur auto following hilang saja ada pilih untuk hapus akun tidak ada bookmark moga jadi perhati terimakasih,1
sebemer nya aplikasi bagus simpnhk neko dan cenderung sedikit bot karena login lewat instagram tapi tolong di tambah begitu dm karena jadi tidak perlu buka ig dan ada bug ketika di alih ke ig tidak dapat kembali harus di tutup atau tidak kembali ke home screen,sebemer nya aplikasi bagus simpnhk neko dan cenderung sedikit bot karena login lewat instagram tapi tolong di tambah begitu dm karena jadi tidak perlu buka ig dan ada bug ketika di alih ke ig tidak dapat kembali harus di tutup atau tidak kembali ke home screen,1
aplikasi nya sudah bagus tapi ada beberapa fitur yang tambah seperti fitur untuk save foto futur translate dan fitur agar dapat buat lebih dari satu akun turut saya fitur ini harus ada jika nanti sudah ada fitur fitur sebut baru nanti kasih bintang lima,aplikasi nya sudah bagus tapi ada beberapa fitur yang tambah seperti fitur untuk save foto futur translate dan fitur agar dapat buat lebih dari satu akun turut saya fitur ini harus ada jika nanti sudah ada fitur fitur sebut baru nanti kasih bintang lima,1
mungkin saja masih dalam kembang saat baru di download tidak dapat buka sama sekali tunggu baik lanjut,mungkin saja masih dalam kembang saat baru di download tidak dapat buka sama sekali tunggu baik lanjut,1
baru juga download bahkan bug melulu upload selalu gagal padahal wifi stabil,baru juga download bahkan bug melulu upload selalu gagal padahal wifi stabil,1
bug tidak erti lagi saat scrolling threads tiba tiba semua tampil huruf saling tumpu tidak karuan sangat parah,bug tidak erti lagi saat scrolling threads tiba tiba semua tampil huruf saling tumpu tidak karuan sangat parah,1
aplikasi tidak jalan dengan baik di smartphone saya dengan android aplikasi seperti gagal untuk me render tiap gera animasi jadi tampil dalam aplikasi lihat tumpuk hal itu jadi baik saat scrolling maupun pindah halaman di aplikasi,aplikasi tidak jalan dengan baik di smartphone saya dengan android aplikasi seperti gagal untuk me render tiap gera animasi jadi tampil dalam aplikasi lihat tumpuk hal itu jadi baik saat scrolling maupun pindah halaman di aplikasi,1
kesel sangat treads tidak ada fotur draftnya kayak di twitter saya sudah ngetik panjang sangat sampai jam jam hilang begitu saja cuma garagara hp saya mati sudah kali kali seperti begitu jadi hilang mood,kesel sangat treads tidak ada fotur draftnya kayak di twitter saya sudah ngetik panjang sangat sampai jam jam hilang begitu saja cuma garagara hp saya mati sudah kali kali seperti begitu jadi hilang mood,1
alhamdulillaah semangkin bagus,alhamdulillaah semangkin bagus,1
turut aku apk bagus walau rada takut sama informasi yang edar tapi demi bias aku akan tahan tolong tambah untuk simpan ft dan terjemah,turut aku apk bagus walau rada takut sama informasi yang edar tapi demi bias aku akan tahan tolong tambah untuk simpan ft dan terjemah,1
sebenernya sudah bagus cuma ada beberapa bug misal saat refresh itu sama sekali tidak muncul postingan apa now watching nge search juga nunggu beberapa detik walaupun tidak terlalu sering muncul dan yang paling penting adain fitur translate lah developer,sebenernya sudah bagus cuma ada beberapa bug misal saat refresh itu sama sekali tidak muncul postingan apa now watching nge search juga nunggu beberapa detik walaupun tidak terlalu sering muncul dan yang paling penting adain fitur translate lah developer,1
lumayan lah so far tidak terlalu bagus tidak terlalu jelek juga apknya mes nya cuma fiturnya yang kurang apalagi kalau kayak mau nge retwett begitu postingannya pasti tumpuk,lumayan lah so far tidak terlalu bagus tidak terlalu jelek juga apknya mes nya cuma fiturnya yang kurang apalagi kalau kayak mau nge retwett begitu postingannya pasti tumpuk,1
bagus rasa lebih dekat dengan banhak orang cara online,bagus rasa lebih dekat dengan banhak orang cara online,1
dapat glitch yang super duper ganggu tidak dapat lihat apa huhu padahal pingin nyoba juga,dapat glitch yang super duper ganggu tidak dapat lihat apa huhu padahal pingin nyoba juga,1
banyak gaya ig aplikasi ini sampah guru kamu ig sama tiktok tiktok itu lebih bagus ig aplikasi sampah,banyak gaya ig aplikasi ini sampah guru kamu ig sama tiktok tiktok itu lebih bagus ig aplikasi sampah,1
sementara saja bagus untuk aplikasi baru banyak bug nya apalagi ketika mau upload foto sering keluar sendiri,sementara saja bagus untuk aplikasi baru banyak bug nya apalagi ketika mau upload foto sering keluar sendiri,1
apa tidak dapat masuk kalau akun utama aktif kode autentikasi dua faktor tidak cukup kode yang harus di isi di dalam aplikasi ini,apa tidak dapat masuk kalau akun utama aktif kode autentikasi dua faktor tidak cukup kode yang harus di isi di dalam aplikasi ini,1
aplikasi ini ngebug di hp saya jadi tolong baik lagi beberapa kali download tetap saja ngebug bagi beranda,aplikasi ini ngebug di hp saya jadi tolong baik lagi beberapa kali download tetap saja ngebug bagi beranda,1
sini tempat atur strategi curhat saja mantap,sini tempat atur strategi curhat saja mantap,1
kenapa masih saja timeline isi random sangat orang yang tidak kita follow masih saja muncul di beranda tolong itu di atur lagi,kenapa masih saja timeline isi random sangat orang yang tidak kita follow masih saja muncul di beranda tolong itu di atur lagi,1
mungkin untuk depan tambah fitur simpan foto video agar orang orang mudah untuk simpat postingan orang lain,mungkin untuk depan tambah fitur simpan foto video agar orang orang mudah untuk simpat postingan orang lain,1
ada banyak bug yang perlu di baru mulai dari akun yang taut di instagram sama ada bug dengan isi dm saya tdak ada smua ini perlu baik,ada banyak bug yang perlu di baru mulai dari akun yang taut di instagram sama ada bug dengan isi dm saya tdak ada smua ini perlu baik,1
bagus saja dapat jadi tempat xurhatku,bagus saja dapat jadi tempat xurhatku,1
bagus mirip mirip lah sama twitter beda di sini centang biru tidak harus bayar tidak perlu langgan kayak netfli,bagus mirip mirip lah sama twitter beda di sini centang biru tidak harus bayar tidak perlu langgan kayak netfli,1
kenapa iya di android tidak support bug ketika di buka campur semua tulisa tolong di baik lagi,kenapa iya di android tidak support bug ketika di buka campur semua tulisa tolong di baik lagi,1
sangat batu tambah informasi,sangat batu tambah informasi,1
bagus semua cuma ada beberapa bug yang harus benah kalau dapat scrol nya bawah jangan atas buat yang mode gelap nya tidak ada mode gelap ngikutin mode di hp,bagus semua cuma ada beberapa bug yang harus benah kalau dapat scrol nya bawah jangan atas buat yang mode gelap nya tidak ada mode gelap ngikutin mode di hp,1
harus nya saja log in aplikasi nya semua aplikasi meta jangan cuma ig saja terus kalau dapat ada fitur daftar nya juga,harus nya saja log in aplikasi nya semua aplikasi meta jangan cuma ig saja terus kalau dapat ada fitur daftar nya juga,1
entah kenapa lebih betah di threads seperti tampil lebih bagus di threads saja turut entah cocok an saja kata mah ngebosenin juga tidak kok bagus saja,entah kenapa lebih betah di threads seperti tampil lebih bagus di threads saja turut entah cocok an saja kata mah ngebosenin juga tidak kok bagus saja,1
sudah hari tidak dapat komen utas tolong baik,sudah hari tidak dapat komen utas tolong baik,1
saya hanya ingin coba coba saja aplikasi bagus atau tidak,saya hanya ingin coba coba saja aplikasi bagus atau tidak,1
